From Date,To Date,KE_PM2.5,KE_PM10,KE_NO2,KE_CO,K_PM2.5,K_PM10,K_NO2,K_CO,VPW_PM2.5,VPW_PM10,VPW_NO2,VPW_CO,D_PM2.5,D_PM10,D_NO2,D_CO,C_PM2.5,C_PM10,C_NO2,C_CO,BKC_PM2.5,BKC_PM10,BKC_NO2,BKC_CO,CE_PM2.5,CE_PM10,CE_NO2,CE_CO,SN_PM2.5,SN_PM10,SN_NO2,SN_CO,CSIA(_PM2.5,CSIA(_PM10,CSIA(_NO2,CSIA(_CO,S_PM2.5,S_PM10,S_NO2,S_CO
13-08-2025 12:00,13-08-2025 13:00,12.325714285714286,22.11,30.91142857142857,0.07571428571428572,29.75,58.42,2.57,0.05,15.95,63.78,10.87,0.45,2.5,5.18,6.8,0.46,7.25,15.97,19.24,0.65,29.24,31.7,9.11,0.21,11.69,34.25,25.57,0.54,12.0,29.79,5.83,0.65,19.48,60.9,21.32,0.41,12.39,44.2,9.92,0.03
13-08-2025 13:00,13-08-2025 14:00,11.98,21.64,31.54,0.06,33.96,68.96,2.66,0.06,16.25,65.0,11.03,0.4,3.24,15.88,9.17,0.38,6.22,16.8,20.27,0.29,32.52,35.17,9.65,0.23,10.43,43.23,16.91,0.56,9.8,32.06,5.81,0.25,19.1,60.02,21.68,0.42,13.88,41.83,9.62,0.03
13-08-2025 14:00,13-08-2025 15:00,11.68,21.87,32.57,0.04,33.91,68.83,2.68,0.06,9.57,38.3,10.65,0.44,2.97,35.43,11.39,0.78,8.06,26.07,15.21,0.33,23.72,38.3,10.12,0.17,7.9,53.92,15.06,0.53,12.75,34.01,5.85,0.49,18.84,59.4,21.94,0.43,13.12,43.43,10.04,0.03
13-08-2025 15:00,13-08-2025 16:00,13.7,26.13,33.13,0.06,32.95,66.46,2.88,0.08,6.0,24.0,10.79,0.46,3.68,47.46,10.0,0.81,5.79,20.84,16.19,0.35,18.22,38.76,15.12,0.2,6.4,53.61,14.49,0.5,12.43,33.91,5.89,0.2,23.79,70.96,22.74,0.45,12.12,46.4,10.29,0.03
13-08-2025 16:00,13-08-2025 17:00,13.15,25.9,32.24,0.04,29.64,58.17,2.61,0.05,7.45,29.79,11.04,0.45,3.82,56.73,13.35,0.85,4.72,24.44,17.26,0.4,16.26,41.31,16.27,0.21,5.37,50.16,13.96,0.44,12.74,34.69,5.85,0.17,23.19,69.56,21.75,0.43,12.88,45.03,10.21,0.03
13-08-2025 17:00,13-08-2025 18:00,12.39,31.9,32.62,0.01,41.74,87.96,2.92,0.08,9.45,37.8,11.04,0.44,4.56,61.89,14.44,0.95,3.58,26.86,17.11,0.42,15.37,47.64,18.03,0.27,6.36,48.83,13.04,0.41,14.59,39.52,5.83,0.27,22.48,67.89,21.34,0.42,12.12,44.83,10.17,0.03
13-08-2025 18:00,13-08-2025 19:00,12.04,42.22,33.88,0.02,43.17,93.46,3.01,0.11,10.0,40.0,10.92,0.42,8.88,60.78,20.07,1.01,3.6,25.71,22.15,0.39,11.13,54.99,19.35,0.3,10.01,52.93,13.75,0.56,12.68,41.4,5.9,0.59,21.88,66.49,22.07,0.43,17.26,45.3,9.97,0.03
13-08-2025 19:00,13-08-2025 20:00,19.9,43.47,34.38,0.09,36.53,75.34,3.09,0.1,9.28,37.1,11.15,0.43,13.1,69.74,19.39,1.08,6.37,22.8,26.43,0.45,7.83,52.45,26.85,0.49,12.48,49.25,15.21,0.74,18.65,53.46,5.89,0.67,19.44,60.83,22.98,0.45,23.27,55.9,9.76,0.03
13-08-2025 20:00,13-08-2025 21:00,21.47,48.89,35.11,0.07,31.64,63.17,3.53,0.15,15.97,63.7,10.87,0.45,7.85,75.02,15.39,0.99,5.27,26.68,24.83,0.36,14.2,66.71,21.26,0.42,14.06,52.76,18.18,0.85,21.57,46.89,5.76,0.77,22.5,67.98,24.31,0.47,21.37,55.32,10.15,0.03
13-08-2025 21:00,13-08-2025 22:00,22.77,41.03,34.63,0.1,30.04,59.17,3.57,0.15,14.93,59.7,9.61,0.61,4.28,64.73,16.31,0.95,6.9,24.93,22.09,0.39,19.92,53.02,20.69,0.51,19.06,51.42,18.48,0.65,21.38,45.1,5.93,0.87,21.43,65.43,24.07,0.47,19.25,42.09,10.24,0.03
13-08-2025 22:00,13-08-2025 23:00,20.04,33.47,33.43,0.23,26.8,51.06,3.93,0.18,15.18,60.67,9.56,0.61,3.64,52.32,14.07,0.58,11.75,20.42,20.65,0.43,15.48,51.94,19.6,0.44,17.38,32.42,16.01,0.91,23.32,38.92,5.79,1.09,21.73,66.14,24.76,0.49,16.37,28.67,10.52,0.03
13-08-2025 23:00,14-08-2025 00:00,17.07,42.36,32.49,0.28,29.05,56.69,3.96,0.19,21.7,86.8,9.82,0.58,9.13,39.31,13.04,0.65,10.61,25.02,22.65,0.47,13.64,34.2,19.03,0.39,20.73,33.98,15.85,0.62,18.63,36.19,5.85,1.18,19.96,62.03,24.77,0.48,17.75,29.97,11.24,0.03
14-08-2025 00:00,14-08-2025 01:00,23.48,43.72,29.82,0.36,25.62,48.13,3.76,0.17,19.95,79.7,10.88,0.47,13.61,36.21,10.44,0.62,17.5,19.88,19.45,0.56,10.16,45.69,18.05,0.51,21.07,48.31,14.88,0.72,24.3,37.77,5.85,0.22,20.75,63.86,25.05,0.49,15.38,39.2,11.59,0.03
14-08-2025 01:00,14-08-2025 02:00,21.34,49.87,29.14,0.39,24.24,44.67,3.62,0.15,17.27,69.11,11.02,0.48,7.06,35.75,11.38,0.51,12.45,23.34,19.11,0.45,17.79,39.95,17.13,0.43,20.23,38.79,13.9,0.68,19.97,38.08,5.9,0.22,24.05,71.57,24.05,0.47,30.8,43.43,11.77,0.03
14-08-2025 02:00,14-08-2025 03:00,19.08,52.43,29.73,0.3,25.09,46.79,3.37,0.13,21.33,85.4,10.77,0.47,4.61,36.8,9.66,0.62,11.2,23.59,19.27,0.33,13.06,33.75,18.87,0.28,20.69,35.0,14.45,0.53,21.36,33.27,5.86,0.12,24.5,72.62,23.26,0.46,18.03,37.33,11.39,0.03
14-08-2025 03:00,14-08-2025 04:00,17.26,46.21,30.0,0.28,24.46,45.21,3.3,0.12,21.55,86.22,10.69,0.47,3.71,35.4,9.36,0.86,14.95,18.88,17.7,0.36,11.76,32.41,18.8,0.31,20.77,42.73,12.47,0.36,20.45,27.38,5.87,0.17,21.08,64.66,22.46,0.44,13.37,35.83,11.75,0.03
14-08-2025 04:00,14-08-2025 05:00,16.39,43.23,29.98,0.29,25.39,47.54,2.97,0.09,14.47,57.9,10.47,0.45,2.56,34.23,11.35,0.91,10.46,15.43,19.23,0.43,19.76,32.42,18.37,0.3,17.47,31.38,14.0,0.38,21.39,28.69,5.81,0.12,19.29,60.46,22.54,0.44,23.53,39.13,12.4,0.03
14-08-2025 05:00,14-08-2025 06:00,20.73,38.5,29.68,0.27,23.54,42.92,3.81,0.17,9.1,36.45,10.69,0.43,2.88,33.35,10.62,0.84,8.55,16.18,16.38,0.39,14.47,28.73,17.54,0.33,15.75,20.78,14.55,0.36,18.25,21.87,5.85,0.1,20.15,62.48,22.48,0.44,24.24,37.2,11.71,0.03
14-08-2025 06:00,14-08-2025 07:00,22.0,39.57,29.88,0.28,23.39,42.54,2.8,0.07,6.55,26.2,8.33,0.3,2.17,40.8,10.14,0.82,11.85,12.8,18.15,0.39,10.45,35.69,18.25,0.37,14.37,25.75,14.95,0.6,16.08,20.49,5.84,0.1,21.35,65.27,22.8,0.45,13.47,21.82,11.32,0.03
14-08-2025 07:00,14-08-2025 08:00,24.36,28.49,30.22,0.31,23.68,43.24,3.29,0.12,6.0,24.0,8.23,0.28,3.31,43.05,9.69,0.97,10.07,12.815000000000001,17.88,0.55,7.71,25.34,19.24,0.42,11.35,27.17,14.4,0.61,14.57,19.81,5.84,0.15,19.14,60.11,23.36,0.46,14.63,22.31,11.14,0.03
14-08-2025 08:00,14-08-2025 09:00,20.31,28.8,29.47,0.3,23.01,42.21,3.03,0.09,6.67,26.89,9.38,0.4,5.71,39.75,11.32,1.08,8.29,12.83,23.07,0.41,14.9,18.59,16.73,0.42,14.23,21.71,13.36,0.67,16.94,18.64,5.92,0.72,19.32,60.55,23.96,0.47,19.39,27.77,11.26,0.03
14-08-2025 09:00,14-08-2025 10:00,21.4,29.89,30.35,0.28,25.89,48.9,3.2,0.13,14.25,57.0,11.44,0.47,3.61,35.19,11.86,0.98,7.76,14.31,24.21,0.3,11.2,22.59,22.79,0.36,18.13,25.91,14.52,0.75,18.14,19.98,5.95,0.79,19.66,61.33,23.17,0.45,8.62,21.1,10.51,0.03
14-08-2025 10:00,14-08-2025 11:00,18.16,21.7,13.87,0.23,27.88,53.75,3.18,0.11,11.93,47.7,11.15,0.47,10.12,43.78,11.26,0.65,7.84,13.11,20.01,0.42,8.06,16.7,21.82,0.39,15.35,19.72,14.84,0.56,18.01,18.48,5.98,0.33,20.22,62.64,23.19,0.46,8.75,13.7,10.13,0.03
14-08-2025 11:00,14-08-2025 12:00,16.88,24.24,20.25,0.11,33.19,67.04,3.18,0.11,8.55,34.2,11.07,0.49,14.55,50.76,12.66,0.54,6.46,11.88,19.56,0.39,6.47,12.09,22.41,0.32,15.24,17.15,14.85,0.54,16.145,19.015,5.94,0.64,19.25,60.37,22.86,0.45,8.12,13.87,9.93,0.03
14-08-2025 12:00,14-08-2025 13:00,15.84,27.44,11.89,0.03,29.18,57.0,3.43,0.13,5.83,23.33,10.94,0.47,7.45,30.16,10.94,0.63,5.42,9.42,25.03,0.4,5.37,26.05,24.58,0.24,15.99,18.02,14.77,0.45,14.28,19.55,5.88,0.32,19.1,60.02,22.97,0.45,10.64,15.83,9.79,0.03
14-08-2025 13:00,14-08-2025 14:00,18.2,21.91,10.0525,0.0,29.15,56.96,3.41,0.13,2.83,11.3,11.15,0.45,3.98,28.85,11.29,0.61,4.36,10.6,17.36,0.35,10.91,21.34,22.02,0.25,16.97,29.29,14.37,0.54,13.6,18.06,5.93,0.35,18.57,58.79,22.71,0.45,9.25,30.03,9.64,0.03
14-08-2025 14:00,14-08-2025 15:00,24.58,26.75,8.215,0.03,26.99,51.54,3.57,0.14,3.45,13.78,10.74,0.43,3.15,35.51,13.66,0.54,3.56,18.76,20.07,0.32,12.635,23.945,23.58,0.29,13.96,22.63,15.0,0.45,18.15,19.94,5.94,0.84,17.97,57.4,22.59,0.44,11.63,30.6,9.77,0.03
14-08-2025 15:00,14-08-2025 16:00,30.96,31.59,6.3775,0.12,27.84,54.87,5.36,0.1,10.060000000000002,48.0,10.83,0.47,3.09,39.57,5.44,0.68,5.17,18.06,14.6,0.23,14.36,26.55,25.27,0.31,10.65,17.28,15.99,0.48,19.12,25.92,5.87,0.6,18.95,59.67,21.855,0.42,18.14,37.8,9.93,0.03
14-08-2025 16:00,14-08-2025 17:00,24.95,49.54,4.54,0.2,32.58,64.62,3.04,0.06,16.67,66.67,10.47,0.6,1.82,42.95,6.06,0.68,9.77,14.48,24.99,0.26,15.5,39.08,21.43,0.28,7.93,24.58,16.46,0.42,23.18,37.78,5.87,0.64,21.46,65.53,21.12,0.41,17.25,45.0,10.3,0.03
14-08-2025 17:00,14-08-2025 18:00,20.45,55.84,32.72,0.23,28.43,55.16,2.61,0.05,13.55,54.2,10.5,0.6,2.11,40.17,5.89,0.72,7.76,16.72,23.8,0.28,11.15,38.9,21.17,0.33,10.66,48.1,14.63,0.38,20.16,53.13,5.85,0.58,21.28,65.1,21.07,0.41,16.12,43.31,10.47,0.03
14-08-2025 18:00,14-08-2025 19:00,17.55,54.43,34.7,0.21,27.33,52.38,3.11,0.1,11.55,46.2,10.12,0.59,2.79,32.95,8.35,0.72,9.19,13.86,16.04,0.28,18.21,36.54,22.01,0.33,12.53,47.18,14.84,0.43,18.43,49.29,5.88,0.68,19.62,61.24,21.48,0.42,14.25,36.33,10.07,0.03
14-08-2025 19:00,14-08-2025 20:00,17.05,56.66,32.53,0.17,29.28,57.25,3.37,0.13,14.62,58.5,10.85,0.49,2.5,32.89,14.54,0.77,10.62,11.0,21.32,0.39,13.01,37.32,22.48,0.39,13.26,41.07,19.58,0.57,26.02,56.13,5.9,0.93,19.66,61.33,21.07,0.42,10.49,38.77,9.71,0.03
14-08-2025 20:00,14-08-2025 21:00,22.0,46.16,31.63,0.13,30.81,61.09,3.21,0.11,8.8,35.2,10.82,0.48,1.88,36.05,11.61,0.82,8.49,13.89,20.8,0.4,9.34,33.17,19.84,0.26,17.11,42.0,17.93,0.43,23.98,58.39,5.89,0.83,19.18,60.2,21.13,0.41,11.75,37.2,9.44,0.03
14-08-2025 21:00,14-08-2025 22:00,20.61,39.68,30.78,0.11,33.09,66.8,3.22,0.11,0.97,3.87,9.75,0.64,1.5,41.34,12.5,0.87,8.4,11.59,36.92,0.45,6.82,27.31,17.09,0.24,16.67,31.92,16.79,0.41,28.23,42.09,5.89,0.22,18.57,58.8,21.16,0.41,9.37,24.67,9.46,0.03
14-08-2025 22:00,14-08-2025 23:00,19.0,27.84,18.99,0.13,28.18,54.46,3.47,0.11,1.0,4.0,10.39,0.52,1.89,37.25,13.51,0.92,6.17,15.71,54.22,0.39,5.36,24.42,16.49,0.24,13.48,19.64,15.37,0.43,25.46,33.28,5.87,0.46,18.5,58.62,22.1,0.43,9.0,18.43,10.15,0.03
14-08-2025 23:00,15-08-2025 00:00,17.25,20.04,23.2,0.17,29.08,56.75,3.06,0.11,0.56,2.21,10.89,0.42,5.92,33.83,12.13,0.75,4.95,18.03,49.78,0.38,4.55,23.03,14.45,0.21,12.45,16.25,15.9,0.57,19.31,27.89,5.85,0.5,18.76,59.23,22.33,0.44,9.88,18.57,10.09,0.03
15-08-2025 00:00,15-08-2025 01:00,16.34,21.32,27.41,0.15,35.99,74.05,2.97,0.09,2.89,11.6,10.39,0.37,11.67,26.14,12.1,0.71,6.47,13.23,25.65,0.34,3.85,26.38,14.8,0.32,11.226666666666667,15.013333333333334,15.63,0.48,14.55,24.86,5.87,0.36,18.28,58.09,23.17,0.46,12.63,25.23,10.12,0.03
15-08-2025 01:00,15-08-2025 02:00,15.23,16.48,26.91,0.1,25.55,47.94,3.36,0.13,4.45,17.78,10.83,0.42,7.79,19.76,11.99,0.62,7.81,10.14,23.12,0.31,3.08,18.96,13.0,0.3,10.003333333333332,13.776666666666666,14.92,0.43,14.22,21.65,5.87,0.49,17.94,57.31,23.12,0.46,6.88,571.17,9.7,0.03
15-08-2025 02:00,15-08-2025 03:00,15.19,16.27,28.52,0.08,23.36,42.46,2.96,0.09,2.75,11.0,10.75,0.41,5.19,21.07,12.29,0.58,7.27,11.3,18.26,0.34,6.84,16.37,23.87,0.36,8.78,12.54,14.08,0.42,12.77,19.78,5.8,0.12,18.16,57.84,22.82,0.45,4.25,450.07,10.06,0.03
15-08-2025 03:00,15-08-2025 04:00,13.23,18.63,28.5,0.07,23.57,42.98,3.34,0.12,5.8,23.11,11.26,0.43,4.26,29.73,11.29,0.71,10.65,13.26,17.09,0.32,5.59,15.7,25.17,0.44,7.37,12.64,14.34,0.43,15.25,20.2,5.87,0.16,18.2,57.92,22.31,0.44,6.63,33.82,10.62,0.03
15-08-2025 04:00,15-08-2025 05:00,12.72,23.1,28.58,0.09,25.76,48.46,2.72,0.06,5.28,21.11,11.25,0.42,3.84,40.46,14.47,0.67,8.44,12.09,19.01,0.3,4.49,11.67,23.9,0.39,6.01,8.73,14.46,0.45,15.61,17.82,5.89,0.11,18.46,58.53,22.52,0.44,8.75,39.79,10.49,0.03
15-08-2025 05:00,15-08-2025 06:00,12.21,22.8,28.73,0.11,25.69,48.29,2.99,0.09,6.9,27.6,11.22,0.42,2.63,37.16,9.31,0.66,9.78,19.49,16.68,0.29,5.86,12.38,22.02,0.44,8.29,18.31,16.24,0.48,14.7,17.78,5.82,0.14,19.29,60.46,22.6,0.45,9.0,35.08,10.89,0.03
15-08-2025 06:00,15-08-2025 07:00,11.88,19.6,29.18,0.19,25.2,47.06,3.01,0.09,12.8,51.2,11.11,0.42,3.94,28.72,12.53,0.63,11.58,14.21,11.53,0.27,12.09,14.91,21.54,0.49,14.59,41.46,14.96,0.59,11.74,18.16,5.92,0.16,19.66,61.33,22.32,0.45,11.63,28.23,10.54,0.03
15-08-2025 07:00,15-08-2025 08:00,17.37,33.09,28.71,0.19,27.98,54.02,3.48,0.14,11.38,45.5,11.16,0.45,5.43,33.14,11.62,0.78,9.09,11.34,19.83,0.41,9.38,19.79,22.12,0.56,16.64,52.21,14.77,0.69,9.54,19.14,5.87,0.18,18.91,59.59,21.66,0.42,16.4,43.72,10.18,0.03
15-08-2025 08:00,15-08-2025 09:00,17.42,24.16,19.69,0.19,30.09,59.27,3.33,0.12,10.72,42.89,11.07,0.42,12.13,39.46,11.86,0.84,9.48,12.85,23.11,0.33,9.93,16.61,14.32,0.33,16.61,40.24,14.61,0.36,13.48,21.41,5.88,0.65,19.85,61.77,22.38,0.44,23.14,43.5,9.85,0.03
15-08-2025 09:00,15-08-2025 10:00,16.0,19.47,3.97,0.14,26.85,51.19,2.97,0.09,8.82,35.33,11.27,0.4,22.42,34.33,8.27,0.73,6.64,9.72,13.46,0.29,19.37,19.38,13.49,0.29,16.92,35.33,14.41,0.4,13.94,20.09,5.81,0.47,19.21,60.28,22.63,0.45,10.83,31.36,9.58,0.03
15-08-2025 10:00,15-08-2025 11:00,14.79,16.61,20.2,0.04,23.75,43.43,2.97,0.09,5.11,20.43,10.56,0.46,12.84,26.22,10.31,0.77,4.65,8.87,11.57,0.33,18.61,20.296666666666667,12.92,0.31,18.76,26.72,14.41,0.46,13.6,21.01,5.84,0.35,19.62,61.25,21.87,0.43,7.25,21.93,9.43,0.03
15-08-2025 11:00,15-08-2025 12:00,13.83,18.11,15.94,0.02,25.66,48.21,2.69,0.06,2.55,10.22,11.02,0.43,10.19,20.05,8.77,0.59,3.45,8.92,12.86,0.34,17.85,21.21333333333333,11.32,0.27,15.91,24.7,14.98,0.39,10.82,17.91,5.84,0.48,19.96,62.03,21.5,0.42,6.12,25.37,9.61,0.03
15-08-2025 12:00,15-08-2025 13:00,13.29,23.09,5.11,0.03,24.7,45.8,2.63,0.06,3.45,13.8,10.97,0.46,11.01,26.35,9.04,0.47,5.626666666666667,9.5,21.41,0.41,17.09,22.13,10.51,0.31,12.18,25.66,13.97,0.32,15.16,25.53,5.95,0.37,19.47,60.9,20.7,0.41,8.63,31.57,9.75,0.03
15-08-2025 13:00,15-08-2025 14:00,15.78,23.54,7.065714285714286,0.06,26.21,49.72,2.65,0.06,4.72,18.9,10.14,0.57,7.78,31.04,8.26,0.55,7.803333333333334,10.08,14.09,0.34,18.65,28.83,10.52,0.32,9.81,31.56,12.98,0.28,16.73,33.76,5.86,0.64,19.4,60.72,20.43,0.4,13.39,29.73,9.79,0.03
15-08-2025 14:00,15-08-2025 15:00,14.77,18.19,9.021428571428572,0.07,26.64,50.56,3.08,0.09,5.0,20.0,9.86,0.62,8.02,36.84,8.96,0.57,9.98,10.66,21.85,0.36,13.18,20.73,9.64,0.32,7.37,23.88,12.81,0.3,16.05,35.39,5.84,0.85,20.19,62.56,21.05,0.41,10.49,23.49,9.65,0.03
15-08-2025 15:00,15-08-2025 16:00,16.32,25.34,10.977142857142859,0.07,25.22,47.1,2.81,0.07,6.9,27.6,9.67,0.64,6.27,48.04,8.91,0.82,8.86,11.43,23.32,0.52,9.24,17.45,11.16,0.3,8.5,16.09,13.43,0.32,20.29,29.82,5.82,0.31,18.99,59.76,21.09,0.42,9.12,26.23,9.68,0.03
15-08-2025 16:00,15-08-2025 17:00,15.17,18.36,12.932857142857145,0.06,23.68,43.24,3.5,0.14,7.33,29.1,9.99,0.65,5.65,59.42,10.59,0.8,6.54,13.2,19.21,0.4,6.47,18.95,12.57,0.34,8.763333333333334,14.446666666666667,13.51,0.34,16.73,22.01,5.84,0.71,19.06,59.93,20.76,0.41,11.63,33.26,9.3,0.03
15-08-2025 17:00,15-08-2025 18:00,15.74,19.372,14.888571428571431,0.04,22.88,41.26,2.74,0.06,4.83,19.33,10.42,0.59,9.75,53.76,11.45,0.85,4.73,14.73,23.69,0.49,4.52,15.84,14.37,0.37,9.026666666666666,12.803333333333333,13.0,0.37,13.13,25.27,5.86,0.35,19.1,60.02,21.68,0.42,16.39,32.18,9.46,0.03
15-08-2025 18:00,15-08-2025 19:00,16.31,20.384,16.844285714285714,0.04,24.26,44.72,2.87,0.08,4.0,16.0,10.98,0.47,14.58,52.23,12.25,0.96,4.08,11.4,54.76,0.42,4.98,21.13,15.57,0.38,9.29,11.16,13.81,0.55,17.75,28.4,5.84,0.41,19.62,61.25,21.92,0.43,17.88,32.25,9.54,0.03
15-08-2025 19:00,15-08-2025 20:00,16.88,21.396,18.8,0.04,25.48,47.76,2.89,0.08,7.62,30.5,11.16,0.48,13.66,45.97,13.99,1.02,3.45,12.83,33.86,0.43,9.6,16.26,19.17,0.51,11.68,22.87,17.99,1.08,15.88,23.95,5.77,0.51,19.44,60.81,23.51,0.46,17.12,118.96,9.63,0.03
15-08-2025 20:00,15-08-2025 21:00,17.45,22.408,26.11,0.14,26.91,51.35,3.41,0.13,7.55,30.2,10.97,0.48,14.04,43.9,14.58,1.26,3.97,12.02,17.58,0.47,11.2,18.75,22.49,0.74,13.4,36.45,18.49,0.97,17.84,26.6,5.8,0.91,19.14,60.11,24.45,0.48,16.12,99.07,10.0,0.03
15-08-2025 21:00,15-08-2025 22:00,18.02,23.42,25.48,0.3,28.75,55.93,3.38,0.13,5.1,19.27,10.57,0.46,18.43,49.5,11.95,1.41,9.07,13.71,17.91,0.47,8.2,15.72,21.35,0.79,12.05,40.17,18.1,1.06,21.53,26.38,5.86,0.79,21.99,66.76,26.43,0.52,16.0,54.67,10.37,0.03
15-08-2025 22:00,15-08-2025 23:00,15.62,23.52,12.02,0.25,30.52,60.36,3.76,0.17,8.35,33.33,9.62,0.39,22.79,59.68,13.98,1.0,8.73,14.62,32.27,0.53,11.93,16.74,22.68,0.57,13.77,37.15,19.64,0.79,27.43,31.81,5.85,0.61,21.88,66.5,25.19,0.49,23.02,51.83,10.73,0.03
15-08-2025 23:00,16-08-2025 00:00,14.46,27.32,4.86,0.21,27.7,53.34,4.07,0.19,10.0,40.0,9.33,0.38,13.62,44.05,13.29,0.83,9.96,15.81,27.39,0.54,8.61,15.1,20.08,0.53,16.82,29.98,16.2,0.61,22.07,29.43,5.86,0.64,19.43,60.81,26.09,0.51,23.12,61.93,10.81,0.03
16-08-2025 00:00,16-08-2025 01:00,15.13,24.95,26.02,0.13,24.96,46.46,3.71,0.17,15.07,60.22,8.77,0.33,10.59,33.18,12.38,0.75,9.6,11.93,27.17,0.57,10.39,23.55,14.25,0.06,14.7,22.27,16.38,0.43,17.1,28.08,5.97,0.52,20.15,62.47,25.04,0.49,15.12,67.44,10.3,0.03
16-08-2025 01:00,16-08-2025 02:00,14.18,20.96,27.15,0.06,24.84,46.16,3.43,0.13,10.67,42.67,6.88,0.41,8.78,31.98,9.22,0.56,10.45,12.04,16.28,0.34,8.06,23.61,7.82,0.01,10.69,13.54,15.1,0.24,17.79,23.63,5.89,0.47,19.51,60.99,23.68,0.46,13.12,46.7,9.99,0.03
16-08-2025 02:00,16-08-2025 03:00,13.35,15.69,23.45,0.03,23.44,42.96,3.23,0.12,5.67,22.67,7.34,0.4,6.03,29.95,5.18,0.5,9.76,12.31,28.66,0.35,5.66,18.43,6.15,0.01,7.73,9.19,13.74,0.25,15.07,19.32,5.84,0.76,18.61,58.88,22.71,0.45,10.37,21.98,9.98,0.03
16-08-2025 03:00,16-08-2025 04:00,12.224285714285713,15.278571428571428,5.78,0.0,22.14,39.46,2.96,0.08,2.83,11.3,6.28,0.45,5.62,21.08,7.73,0.56,7.22,9.38,14.78,0.25,9.35,13.55,7.96,0.01,6.91,8.55,14.43,0.23,15.74,16.74,5.84,0.15,17.97,57.4,21.89,0.43,7.38,12.18,9.86,0.03
16-08-2025 04:00,16-08-2025 05:00,11.098571428571429,14.867142857142857,5.74,0.01,22.03,39.13,2.83,0.07,1.27,5.1,6.06,0.53,7.89,20.8,10.23,0.71,5.54,8.61,21.75,0.3,8.73,10.13,8.11,0.01,5.78,9.126666666666667,14.14,0.25,13.27,14.49,5.9,0.19,17.4,55.99,22.02,0.43,7.0,8.87,10.01,0.03
16-08-2025 05:00,16-08-2025 06:00,9.972857142857142,14.455714285714286,5.7,0.01,22.74,40.92,2.91,0.08,2.45,9.78,9.69,0.54,4.74,14.7,9.58,0.69,5.765000000000001,8.105,26.49,0.27,6.43,11.63,10.17,0.01,4.65,9.703333333333333,15.05,0.29,10.4,10.81,5.84,0.15,17.82,57.05,20.91,0.41,6.12,10.82,10.33,0.03
16-08-2025 06:00,16-08-2025 07:00,8.847142857142856,14.044285714285714,5.66,0.0,22.7,40.8,2.67,0.06,3.73,14.89,10.1,0.44,3.05,18.21,7.04,0.69,5.99,7.6,36.81,0.26,4.69,15.8,10.17,0.0,3.52,10.28,14.57,0.37,8.18,8.24,5.84,0.1,17.9,57.22,20.99,0.41,10.39,16.95,10.47,0.03
16-08-2025 07:00,16-08-2025 08:00,7.7214285714285715,13.632857142857143,5.62,0.01,24.21,44.59,2.8,0.07,4.0,16.0,13.8,0.27,2.79,19.82,14.36,0.71,6.215,7.095,17.46,0.32,4.25,11.62,9.41,0.01,3.58,11.32,14.87,0.4,6.98,12.36,5.82,0.1,20.0,62.12,20.87,0.41,11.0,18.87,10.87,0.03
16-08-2025 08:00,16-08-2025 09:00,6.595714285714285,13.221428571428572,5.58,0.0,24.74,45.92,2.9,0.08,4.72,18.9,14.04,0.18,4.18,18.54,16.24,0.84,6.44,6.59,16.32,0.35,3.22,13.23,10.65,0.02,3.28,21.82,14.91,0.45,6.28,11.26,5.9,0.43,19.51,60.98,22.03,0.43,13.63,27.02,11.29,0.03
16-08-2025 09:00,16-08-2025 10:00,5.47,12.81,27.48,0.0,24.33,44.92,2.82,0.07,5.72,22.9,14.96,0.41,8.1,24.73,13.04,0.85,6.13,7.17,18.4,0.41,3.7315384615384617,13.422307692307692,19.06,0.12,7.78,19.43,14.39,0.52,8.19,9.63,5.91,0.8,19.93,61.95,21.9,0.43,13.12,30.6,11.21,0.03
16-08-2025 10:00,16-08-2025 11:00,4.52,18.82,27.26,0.0,22.72,40.91,2.86,0.07,7.45,29.78,13.77,0.51,7.49,31.39,13.54,1.01,6.107857142857143,8.031071428571428,18.45142857142857,0.40928571428571425,4.243076923076923,13.614615384615385,15.04,0.1,8.46,11.16,14.32,0.51,8.04,9.39,5.85,0.51,19.47,60.9,22.52,0.44,15.63,25.33,10.58,0.03
16-08-2025 11:00,16-08-2025 12:00,3.65,14.1,27.81,0.0,30.71,60.83,2.78,0.07,8.0,32.0,10.34,0.52,6.98,24.59,13.71,0.81,6.085714285714285,8.892142857142858,18.502857142857142,0.40857142857142853,4.754615384615384,13.806923076923077,15.45,0.13,8.04,22.16,14.19,0.52,9.89,11.18,5.9,0.83,18.88,59.49,22.01,0.43,12.49,27.38,10.34,0.03
16-08-2025 12:00,16-08-2025 13:00,7.32,17.36,28.72,0.02,30.16,59.46,2.87,0.08,8.0,32.0,8.16,0.53,7.81,20.66,9.36,0.54,6.063571428571429,9.753214285714286,18.55428571428571,0.40785714285714286,5.266153846153846,13.99923076923077,12.16,0.04,9.83,19.11,14.82,0.54,11.16,14.18,5.93,0.45,19.32,60.55,22.12,0.43,12.0,27.18,10.63,0.03
